Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Threonic acid,136.0372,0.94,Reference-1314,C01620,90.82,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B126_HILIC,D-erythronic acid,136.0373,10.20,0.00,-0.15,-0.01,-0.24,-0.31,-0.08,-0.08,-0.30,-0.22,1.000,1.000,1.000,0.437,0.124,1.000,1.000,0.283,0.644,1322033965.1664100000,1132606294.5261600000,1214578398.9569600000,1301583429.1754600000,1198148443.7055400000,1217521158.1147900000,1014478712.0903000000,1198758371.7261900000,1735027202.3630800000,1344175632.8261800000,1373123251.1322100000,1103690076.1421400000,1204007657.1856800000,1210656296.8864900000,1469798977.3836800000,1417127334.4741400000,1809199732.0779700000,1587911489.2608100000,1264957538.9218600000,1373179416.6546900000,1502613003.0004300000,1546052237.1604000000,1492432039.3973500000,1423732458.1907500000,1.2E+06,2.0E+05,9.3E+05,4.3E+05,3.0E+05,8.6E+05,6.7E+05,6.8,14.7,11.0,15.4,5.7,10.8,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Threonic acid,136.0372,1.02,Reference-1314,C01620,84.71,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B127_HILIC,6-Aminonicotinic acid,138.0430,6.88,-0.68,-0.42,-0.42,0.48,-0.62,-1.10,0.22,-0.89,-1.11,1.000,1.000,1.000,0.755,0.904,0.073,1.000,1.000,0.308,28455819.0848290000,47103661.5644808000,22045479.3383832000,14208638.0355043000,19694601.5293779000,11324043.6806103000,21216581.7211480000,12796491.7489374000,6438813.1318030500,6265112.0181270700,14964241.2785947000,10257486.4058503000,17481530.3656003000,12880524.8928309000,16035711.7260863000,24065298.5461672000,32296902.1554905000,29313366.2657573000,42502192.5568660000,21719558.1417704000,33682765.7276327000,26227557.5799295000,32874728.0882121000,23678720.2222444000,3.4E+06,3.4E+05,1.5E+06,3.0E+05,1.6E+06,1.9E+05,1.5E+06,13.0,13.6,57.1,36.2,80.5,16.9,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6-Aminonicotinic acid,138.0429,0.74,Reference-175,,77.16,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4-Aminonicotinic acid,138.0429,0.74,Reference-173,,77.04,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5-Aminonicotinic acid,138.0429,0.74,Reference-174,,77.07,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nicotinamide 1-oxide,138.0429,0.74,Reference-912,,77.04,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B128_HILIC,Methylimidazoleacetic acid,140.0586,3.41,0.14,0.12,0.07,1.19,2.85,1.67,1.21,2.92,1.71,1.000,1.000,1.000,0.113,0.000,0.003,0.145,0.000,0.001,92379906.8530488000,178173008.2623890000,168755042.1507210000,94278257.7734488000,136281403.0594890000,129115018.8150700000,141875018.3251130000,178012474.3672650000,84329407.2756327000,69322736.8124401000,53673889.9794203000,63071334.5988069000,46374423.6532521000,52145814.2821445000,68566379.2531897000,91167491.9045981000,25590701.7102218000,24669061.6967839000,25727362.1674674000,20390523.5017799000,11792278.7709972000,20186240.9024595000,12935673.6241590000,9141410.5814672200,9.1E+05,3.6E+05,7.8E+05,6.3E+05,3.4E+05,4.3E+05,6.6E+05,35.7,40.5,23.8,26.6,28.2,23.5,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Methylimidazoleacetic acid,140.0586,0.45,Reference-491,C05828,92.37,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B129_HILIC,O-Phosphorylethanolamine,141.0192,17.13,-0.05,-0.11,-0.25,-0.63,-0.34,0.29,-0.57,-0.14,0.43,1.000,1.000,1.000,0.002,0.215,0.280,0.020,1.000,0.077,1397070879.7513300000,2054165213.6076900000,1560329735.3786900000,1378223778.7975000000,1587138842.5107000000,1541646247.2534200000,1481705737.7256800000,1387206498.5608900000,2374952253.6785600000,2267965732.3605200000,2322265163.3306600000,2029201425.6486600000,2121295585.4797200000,2090807190.6724800000,2476780941.0726000000,2475511462.8031300000,2057417720.8100500000,2005285849.0960100000,2017405605.6249300000,1565857934.5849200000,1834234890.2302300000,1493349688.6916600000,1614283738.3076200000,1666627749.0192300000,2.1E+06,1.2E+06,1.2E+06,1.3E+06,1.5E+06,3.3E+06,2.5E+06,13.5,10.8,9.0,6.4,20.0,5.7,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-Phosphorylethanolamine,141.0191,0.43,Reference-1473,C00346,87.47,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B130_HILIC,DL-Stachydrine,143.0947,9.20,0.18,-0.41,-0.31,1.01,-3.60,-4.61,1.60,-3.11,-4.71,1.000,1.000,1.000,0.741,0.000,0.000,0.220,0.000,0.000,31891803.9801669000,45450742.6460285000,33074790.5241997000,28276338.3893089000,39135687.9142026000,47470317.0974660000,18102826.6826143000,21317702.5989096000,19555837.0511232000,14751098.5085831000,12782060.6581958000,9591032.0402211300,5707414.1056967900,5675971.2933114900,33723387.2150647000,29621531.0187768000,567080680.5170040000,472786643.0648670000,442799511.2303170000,317809534.3227120000,321848568.0282420000,320584015.2968800000,347624608.3147710000,230429033.7124370000,1.1E+06,1.7E+06,1.3E+06,9.1E+05,2.1E+05,1.0E+06,1.2E+06,30.0,26.5,70.3,66.6,36.1,29.1,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-Aminocyclohexanecarboxylic acid,143.0946,0.46,Reference-106,,83.56,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DL-Stachydrine,143.0946,0.46,Reference-837,,87.45,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B131_HILIC,Emylcamate,145.1103,12.98,-0.41,-0.37,-0.49,0.67,1.89,1.22,0.63,1.97,1.34,1.000,1.000,1.000,0.258,0.000,0.003,0.116,0.000,0.003,2515397285.4765500000,3016180545.1473600000,2878432306.6253200000,1891626152.8697000000,2674796036.1097400000,2107256207.5415100000,2683227812.8495000000,1938896365.4373300000,2254745004.0863200000,1514122179.0746000000,1542690266.6880000000,1103506692.3139900000,1388536776.5683100000,1087793314.9520500000,1830672887.9177600000,1586800080.2638800000,1097359920.3911600000,835891300.9300740000,829960240.0354950000,488635179.9374370000,617800939.5554480000,542587838.0807370000,553067718.0713310000,440392293.6180640000,4.0E+05,3.7E+05,3.6E+05,8.9E+05,1.0E+06,3.5E+05,3.5E+05,30.8,31.7,20.0,21.7,23.5,5.5,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acetylcholine,145.1103,0.27,Reference-885,C01996,98.13,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B132_HILIC,D-α-Hydroxyglutaric acid,148.0372,16.04,-0.10,0.19,-0.11,0.58,0.52,-0.06,0.30,0.54,0.24,1.000,1.000,1.000,0.003,0.005,1.000,0.212,0.002,0.355,1259275103.2040000000,1649770016.5682800000,1382109791.6719500000,1155867882.6381600000,1301290034.1650900000,1071164664.2859300000,1219131139.9883500000,1241297037.2133700000,920262943.3091510000,1147276983.8759000000,858650365.1077060000,952444444.5734900000,848385170.0045920000,997805243.8279870000,778218949.2510340000,935018829.1264040000,963795777.8841320000,848366916.3741230000,1027058535.4884500000,777797355.4543110000,820362422.8510690000,882274134.2365320000,757460787.9169580000,805714166.9802450000,3.2E+05,3.5E+05,1.6E+07,1.5E+07,4.9E+05,1.4E+07,1.5E+07,5.6,14.0,9.6,6.8,20.0,5.4,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-α-Hydroxyglutaric acid,148.0372,0.13,Reference-372,C01087,95.10,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"δ-Ribono-1,4-lactone",148.0372,0.13,Reference-371,,82.08,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B133_HILIC,L-(-)-Arabitol,152.0685,11.32,-0.70,0.40,-0.71,0.56,0.24,-0.32,-0.54,0.25,0.79,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.993,0.441,20453489.6717759000,21230109.0814732000,17506283.9453070000,12478837.1961675000,20069287.0434435000,11893604.7477536000,19553629.1033375000,11764989.7294061000,23075430.7502242000,22337875.7377192000,13375384.4506976000,12079895.3112086000,12906307.7009617000,19591290.9724385000,13431490.8986340000,15813677.8074756000,17416402.6287330000,17242101.2508762000,16044301.6801577000,9347005.0483807100,20758026.9854380000,11109971.2509994000,9114943.0883688900,7107065.6375014200,1.0E+05,1.1E+05,9.3E+04,1.2E+05,8.6E+04,1.1E+05,8.5E+04,38.8,30.9,25.6,31.4,32.1,6.8,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Xylitol,152.0685,-0.13,Reference-3192,C00379,91.49,36.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-(+)-Arabitol,152.0685,-0.13,Reference-1526,C01904,91.71,40.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(-)-Arabitol,152.0685,-0.13,Reference-299,C00532,91.87,43.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B134_HILIC,L-Cysteinesulfinic acid,153.0096,5.00,0.66,-1.13,2.21,-2.24,-3.23,-1.00,-0.44,-4.78,-4.34,1.000,1.000,1.000,0.315,0.010,0.814,1.000,0.001,0.015,12063932.0853711000,29106309.9461125000,7822607.3025685700,13791028.8538323000,17992071.6562045000,31481224.1575884000,15106998.7273334000,11858666.1361398000,67236518.5620704000,32993026.0460929000,60792188.3862338000,16613865.7708698000,18857238.2363708000,25393824.3664511000,89014119.6841862000,95406847.1815473000,133554228.7317710000,386364919.3733750000,68394844.4144641000,51916035.3017454000,244851623.3267900000,869476451.2356100000,122224172.8503010000,793141078.1437380000,3.1E+05,2.6E+05,2.4E+05,4.5E+05,1.3E+06,4.9E+05,5.4E+05,72.4,52.1,84.1,49.8,47.1,32.8,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-Chlorobenzotriazole,153.0094,1.42,Reference-3125,,79.12,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Cysteinesulfinic acid,153.0096,0.09,Reference-466,C00606,81.14,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B135_HILIC,Arecoline,155.0948,13.42,0.29,0.25,-0.30,-0.03,-2.51,-2.48,0.01,-1.91,-1.92,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,6256788.1611529900,12135631.1655510000,7655375.8482931500,7927047.3538336700,10481745.6813449000,8961632.2774931400,8493354.8866422500,10848096.7191918000,9949965.5018530200,12171328.8338387000,6516528.5039821900,7466941.3558272100,4149673.3538547900,5969578.7665920100,12264784.2513501000,15348875.9074796000,56495650.4137132000,46222363.7258751000,47614631.9494759000,36786570.9808265000,44120051.6646201000,37615401.0108717000,37888640.4942286000,34317655.9479960000,2.8E+05,3.0E+05,3.6E+05,2.9E+05,6.6E+05,6.2E+05,3.1E+05,13.4,16.7,42.1,43.8,18.9,21.5,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arecoline,155.0946,0.92,Reference-5850,C10129,76.26,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B136_HILIC,Nonanoic acid,158.1306,2.62,0.19,-0.07,-0.32,-0.90,-2.57,-1.67,-0.65,-2.07,-1.42,1.000,1.000,1.000,1.000,0.030,0.250,1.000,0.100,0.643,3807574.0754606400,6050144.2156090100,4472128.5907149700,4800745.8356963500,3654765.5210267900,4517083.5832888200,4378762.7682327900,2220110.4887976600,10984351.4443468000,13439173.2314467000,4330051.5810025800,6583931.0297757200,2313154.5878276300,3099881.7042519100,16574276.6123654000,8035134.6281279100,11987925.2304823000,39409831.2653532000,29546411.6946355000,27933549.5521288000,31198881.4560828000,5866704.6604213300,19174857.5786382000,11068528.4189007000,2.7E+06,2.5E+06,2.9E+06,3.0E+06,3.1E+06,3.1E+06,3.2E+06,73.3,39.4,55.2,76.1,36.3,10.0,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nonanoic acid,158.1307,-0.39,Reference-2893,C01601,78.02,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B137_HILIC,Acetyl-β-methylcholine,159.1260,13.03,-0.75,0.04,-0.24,-0.63,-0.46,0.17,-1.42,-0.97,0.45,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,2335969424.9354500000,2229336935.4604300000,3578083281.9200300000,5858840939.4128500000,6187329770.4098200000,1298221395.4203700000,1267012754.1657100000,713674281.0999140000,677519198.7847520000,617982086.3349190000,8844513064.7024300000,6903556933.5949700000,7341872389.5232900000,7576547078.4978100000,1828473776.2619000000,2522926098.5487700000,4688032138.2085800000,3703555490.9642100000,3883250873.7339400000,2350511585.5402300000,3672898106.5256800000,3215620191.0858700000,4266404911.3093400000,5317951776.3438900000,4.0E+05,3.9E+05,3.9E+05,8.5E+05,3.6E+05,3.7E+05,3.7E+05,34.2,10.8,76.6,86.1,91.4,63.4,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acetyl-β-methylcholine,159.1259,0.33,Reference-1759,C07471,93.59,68.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B138_HILIC,7-Methylguanine,165.0652,8.38,0.00,-0.07,-0.48,-2.94,-2.05,0.89,-2.88,-1.57,1.31,1.000,1.000,1.000,0.000,0.000,0.004,0.000,0.000,0.000,35036136.0003220000,56878142.1042923000,41423327.3489803000,36937834.0687950000,44046634.9055766000,43818679.2673525000,39461084.8114692000,36539900.4896846000,354177701.6045960000,356009275.8732360000,317603702.9254960000,264192872.4283400000,266657657.8942980000,279862191.4600670000,304427326.2178990000,313899357.7830960000,213008970.7081670000,178611300.0213780000,186106468.0212390000,123222896.5356710000,148841020.7313290000,114598060.2621020000,133082990.1932790000,116718406.6201090000,4.6E+06,9.5E+06,2.6E+06,2.6E+06,2.8E+06,2.3E+06,3.3E+06,22.8,21.2,13.4,11.6,21.8,9.5,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7-Methylguanine,165.0651,0.65,Reference-276,C02242,87.69,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-Methylguanine,165.0651,0.65,Reference-104,,85.67,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B139_HILIC,1-Methylguanine,165.0652,11.62,0.32,0.24,0.39,0.25,1.05,0.80,0.32,0.98,0.66,1.000,1.000,1.000,1.000,0.001,0.011,0.705,0.000,0.019,34367375.7713654000,60276819.3055996000,38291709.1509594000,36393642.0137126000,38487977.4924574000,50747465.0599119000,33939420.9329611000,39998699.6527086000,38510120.1871177000,36666174.0642522000,30058549.8234766000,33089455.5355680000,27130682.8628361000,39774174.4097441000,31163064.2399940000,35815297.2642746000,26717596.9826038000,23528193.3209932000,18576722.3331672000,19472903.0314761000,16569745.4336261000,22845432.8808135000,14284939.1057007000,23054144.1778912000,4.2E+05,3.8E+05,4.0E+05,5.1E+05,3.7E+05,8.8E+05,9.6E+05,8.4,28.4,7.6,15.3,23.1,6.8,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7-Methylguanine,165.0651,0.72,Reference-276,C02242,80.77,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-Methylguanine,165.0651,0.72,Reference-104,,79.34,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B140_HILIC,cis-Aconitic acid,174.0164,18.05,0.22,0.14,-0.36,0.48,0.60,0.12,0.57,1.19,0.62,1.000,1.000,1.000,0.332,0.043,1.000,0.080,0.000,0.079,89019591.2270840000,131900896.7351270000,90952274.4696612000,99133742.2045128000,104169309.1940320000,121746050.3479350000,98706996.3006224000,95654705.9284566000,86010152.1571566000,87441014.8397685000,65913337.8264305000,66631788.1274499000,67533083.2119215000,72278018.9168388000,68132169.1895376000,76847921.2529690000,80574074.9753333000,72248042.1550549000,68832237.4194767000,41395945.1464477000,53737783.9315874000,48708794.9458435000,55992743.1706595000,48386033.8040911000,1.8E+05,3.4E+05,3.2E+05,3.8E+05,1.2E+05,2.4E+05,1.3E+05,25.6,19.2,11.6,13.2,15.7,7.3,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cis-Aconitic acid,174.0164,-0.28,Reference-1525,C00417,90.42,52.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trans-Aconitic acid,174.0164,-0.28,Reference-350,C02341,89.66,51.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B141_HILIC,N-Acetylornithine,174.1006,13.54,1.03,1.11,-0.43,3.30,-1.17,-4.47,3.23,0.29,-2.94,1.000,1.000,1.000,0.000,0.063,0.000,0.000,1.000,0.000,317670438.4833620000,1090684745.0295600000,405498256.9036600000,811211809.6715130000,539074839.0527040000,927661744.3015900000,443680047.8013130000,761017701.3086400000,25061951.7468202000,65764731.2503990000,85811092.9507654000,160635193.3841370000,39817982.6977581000,67158901.2487995000,46303434.8482662000,118579744.0215950000,1047500575.2861000000,869573437.2382280000,1035350517.8867300000,731556801.9037690000,661288270.0810170000,692493677.9137980000,878246276.2116920000,604390904.4274990000,3.7E+05,4.4E+05,4.7E+05,4.1E+05,4.3E+05,4.0E+05,5.9E+05,15.2,19.9,44.2,52.7,16.3,21.5,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Acetylornithine,174.1004,0.78,Reference-513,,77.25,48.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B142_HILIC,N-Acetylaspartic acid,175.0480,15.24,-0.08,-0.03,-0.19,1.89,2.70,0.81,1.84,2.81,0.97,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,32136635730.3037000000,40079846196.5886000000,32316060482.2699000000,28563039256.3386000000,31334634806.5458000000,32385275786.9992000000,33308620495.9776000000,27327144252.2556000000,9163745055.4064100000,8710569115.5080500000,9011254330.1776600000,7732770477.4464200000,8360770670.7484000000,8469012897.7637700000,8124885124.9533300000,8547291974.4322800000,5389480108.1886700000,5451177361.6662400000,5265989227.5729900000,4313364645.8453100000,4655472577.1107300000,3932495197.5999900000,4636738773.2074000000,4369260517.6899000000,1.0E+06,8.1E+05,2.5E+06,1.8E+06,1.1E+06,9.6E+05,1.2E+06,14.4,8.0,5.2,5.8,17.9,2.5,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Acetylaspartic acid,175.0481,-0.49,Reference-1376,C01042,91.74,77.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B143_HILIC,Arginic acid,175.0958,15.90,-0.30,-0.19,0.02,2.12,4.67,2.55,2.01,4.35,2.34,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,264821374.0625090000,230753336.9089340000,232806434.0569080000,195949504.1471860000,242382990.8910600000,148682251.1010320000,242511840.5488850000,198347436.3679240000,53327347.3659695000,52187718.4940720000,44857791.6279885000,43202562.3118124000,58394173.9908316000,45561927.3703353000,68756049.6643376000,75377926.6601019000,9532669.5423209100,12008600.4788722000,11122398.4871516000,14431257.2066962000,6604351.6373907600,7327291.0571470000,9490249.3857108100,4304414.9822357000,1.9E+05,1.9E+05,4.8E+05,2.0E+05,2.5E+05,2.6E+05,1.9E+05,47.9,20.5,27.2,17.7,17.5,5.5,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-Citrulline,175.0957,0.80,Reference-1240,C00327,75.54,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B144_HILIC,Acamprosate,181.0409,4.31,-0.39,-0.83,-0.89,-1.88,-1.23,0.65,-1.45,-0.73,0.71,1.000,0.889,1.000,0.000,0.001,0.055,0.000,0.012,0.122,21251309.2096834000,21729641.1985713000,22351950.6875553000,17322311.0211868000,22004080.1079905000,13292705.7856614000,20807761.7168687000,15623560.3335131000,97696989.2924704000,45188202.0860890000,81539295.5130652000,44704902.3314681000,65840026.1324402000,40327899.1086449000,78154798.8375920000,57005263.5527332000,55569008.5837181000,47295152.4561622000,56814567.1840639000,23520070.4589116000,46156363.1879318000,30190499.2226442000,38558994.8272897000,24581600.4389552000,1.2E+06,1.2E+06,1.3E+06,3.9E+05,9.5E+05,1.1E+06,1.1E+06,35.0,17.4,15.3,16.2,21.0,3.2,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acamprosate,181.0409,0.22,Reference-986,D02780,88.54,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B145_HILIC,D-(-)-Mannitol,182.0791,12.70,-0.56,0.52,0.15,0.48,0.76,0.28,-0.60,0.05,0.65,1.000,1.000,1.000,0.457,0.143,1.000,0.950,1.000,0.174,58190257.8519387000,71803884.0822579000,52057115.7174383000,32241808.5203011000,57058586.1910946000,37425698.3060968000,44206949.0810183000,36519287.3539971000,39379639.8742070000,60876323.9686534000,28555720.6646344000,52310605.4367310000,38783521.1327861000,44931941.6046315000,44412742.4126554000,59546759.9981777000,33626817.1049853000,34610847.8289479000,45191769.4784050000,30263727.6228320000,30034445.9306079000,36686381.3162286000,30753096.0521048000,40561117.3189747000,5.6E+04,7.6E+04,8.0E+04,9.9E+04,9.1E+04,7.0E+04,9.5E+04,12.1,20.2,13.5,17.6,41.2,12.0,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dulcitol,182.0790,0.19,Reference-1183,C01697,76.77,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Iditol,182.0790,0.19,Reference-2573,C01507,82.76,70.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
